sample_id,sample_group,label_type,label,chatgpt_label,doubao_label,human_label,mixed_reference,reference_source,regex_prediction,reference_internal_label,included_in_evaluation
P0241,高費用Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0241,高費用Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0241,高費用Prompt,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0241,高費用Prompt,任務,撰寫程式,是,是,,是,雙AI共識,是,否,是
P0241,高費用Prompt,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0241,高費用Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0241,高費用Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0241,高費用Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0241,高費用Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0242,多標籤Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0242,多標籤Prompt,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0242,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0242,多標籤Prompt,領域,其他／未明領域,是,是,,是,雙AI共識,是,否,是
P0242,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0242,多標籤Prompt,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0242,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,是,否,否
P0242,多標籤Prompt,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0242,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0242,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0242,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0242,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0243,多標籤Prompt,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0243,多標籤Prompt,領域,工程領域,是,否,,,未解決,是,否,否
P0243,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0243,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0243,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0243,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0243,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,否,否,否
P0243,多標籤Prompt,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0243,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0243,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0243,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0243,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0244,高費用Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0244,高費用Prompt,領域,工程領域,否,是,,,未解決,否,否,否
P0244,高費用Prompt,領域,商業領域,是,否,,,未解決,是,否,否
P0244,高費用Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0244,高費用Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0244,高費用Prompt,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0244,高費用Prompt,任務,撰寫程式,否,是,,,未解決,否,否,否
P0244,高費用Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0244,高費用Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0244,高費用Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0244,高費用Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0244,高費用Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0245,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0245,一般代表樣本,領域,工程領域,是,否,,,未解決,是,否,否
P0245,一般代表樣本,領域,商業領域,是,否,,,未解決,是,否,否
P0245,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0245,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0245,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0245,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0245,一般代表樣本,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0245,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0245,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0245,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0245,一般代表樣本,任務,教材編寫,是,否,,,未解決,,否,否
P0246,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0246,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,否,否,是
P0246,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0246,一般代表樣本,領域,其他／未明領域,是,否,,,未解決,是,否,否
P0246,一般代表樣本,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0246,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0246,一般代表樣本,任務,撰寫程式,是,否,,,未解決,否,否,否
P0246,一般代表樣本,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0246,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0246,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0246,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0246,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0247,需要對話上下文,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0247,需要對話上下文,領域,工程領域,是,否,,,未解決,是,否,否
P0247,需要對話上下文,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0247,需要對話上下文,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0247,需要對話上下文,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0247,需要對話上下文,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0247,需要對話上下文,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0247,需要對話上下文,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0247,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0247,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0247,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0247,需要對話上下文,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0248,高費用Prompt,領域,醫學領域,是,否,,,未解決,是,否,否
P0248,高費用Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0248,高費用Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0248,高費用Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0248,高費用Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0248,高費用Prompt,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0248,高費用Prompt,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0248,高費用Prompt,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0248,高費用Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0248,高費用Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0248,高費用Prompt,領域,數學領域,是,否,,,未解決,,否,否
P0248,高費用Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0249,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0249,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,否,否,是
P0249,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0249,一般代表樣本,領域,其他／未明領域,是,否,,,未解決,是,否,否
P0249,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0249,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0249,一般代表樣本,任務,撰寫程式,是,是,,是,雙AI共識,是,否,是
P0249,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0249,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0249,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0249,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0249,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0250,未明／規則弱點,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0250,未明／規則弱點,領域,工程領域,是,否,,,未解決,是,否,否
P0250,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0250,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0250,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0250,未明／規則弱點,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0250,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0250,未明／規則弱點,任務,問題回答,是,是,,是,雙AI共識,否,否,是
P0250,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0250,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0250,未明／規則弱點,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0250,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0251,多標籤Prompt,領域,醫學領域,是,否,,,未解決,是,否,否
P0251,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0251,多標籤Prompt,領域,商業領域,是,否,,,未解決,否,否,否
P0251,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0251,多標籤Prompt,任務,編製PPT,是,是,,是,雙AI共識,是,否,是
P0251,多標籤Prompt,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0251,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,否,否,否
P0251,多標籤Prompt,任務,問題回答,是,否,,,未解決,否,否,否
P0251,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0251,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0251,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0251,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0252,多標籤Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0252,多標籤Prompt,領域,工程領域,是,否,,,未解決,是,否,否
P0252,多標籤Prompt,領域,商業領域,是,否,,,未解決,是,否,否
P0252,多標籤Prompt,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0252,多標籤Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0252,多標籤Prompt,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0252,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,是,否,否
P0252,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0252,多標籤Prompt,任務,其他任務,否,是,,,未解決,否,否,否
P0252,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0252,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0252,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0253,多標籤Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0253,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0253,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0253,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0253,多標籤Prompt,任務,編製PPT,是,否,,,未解決,是,否,否
P0253,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0253,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,是,否,否
P0253,多標籤Prompt,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0253,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0253,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0253,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0253,多標籤Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0254,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0254,一般代表樣本,領域,工程領域,是,否,,,未解決,是,否,否
P0254,一般代表樣本,領域,商業領域,是,否,,,未解決,是,否,否
P0254,一般代表樣本,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0254,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0254,一般代表樣本,任務,撰寫文檔,是,是,,是,雙AI共識,是,否,是
P0254,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0254,一般代表樣本,任務,問題回答,是,否,,,未解決,是,否,否
P0254,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0254,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0254,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0254,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0255,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0255,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0255,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0255,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0255,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0255,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0255,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0255,一般代表樣本,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0255,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0255,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0255,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0255,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0256,多標籤Prompt,領域,醫學領域,是,否,,,未解決,是,是,否
P0256,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,是,否
P0256,多標籤Prompt,領域,商業領域,是,否,,,未解決,是,是,否
P0256,多標籤Prompt,領域,其他／未明領域,否,是,,,未解決,否,是,否
P0256,多標籤Prompt,任務,編製PPT,是,否,,,未解決,是,是,否
P0256,多標籤Prompt,任務,撰寫文檔,是,否,,,未解決,是,是,否
P0256,多標籤Prompt,任務,撰寫程式,是,是,,是,雙AI共識,是,是,否
P0256,多標籤Prompt,任務,問題回答,是,是,,是,雙AI共識,是,是,否
P0256,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,是,否
P0256,多標籤Prompt,內部提示,Codex內部提示,是,是,,是,雙AI共識,否,是,是
P0256,多標籤Prompt,領域,數學領域,否,否,,否,雙AI共識,,是,否
P0256,多標籤Prompt,任務,教材編寫,是,否,,,未解決,,是,否
P0257,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,,否
P0257,一般代表樣本,領域,工程領域,是,否,,,未解決,是,,否
P0257,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,,否
P0257,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,,否
P0257,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,,否
P0257,一般代表樣本,任務,撰寫文檔,是,是,,是,雙AI共識,是,,否
P0257,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,,否
P0257,一般代表樣本,任務,問題回答,是,否,,,未解決,是,,否
P0257,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,,否
P0257,一般代表樣本,內部提示,Codex內部提示,是,否,,,未解決,否,,否
P0257,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,,否
P0257,一般代表樣本,任務,教材編寫,是,否,,,未解決,,,否
P0258,高費用Prompt,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0258,高費用Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0258,高費用Prompt,領域,商業領域,是,是,,是,雙AI共識,否,否,是
P0258,高費用Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0258,高費用Prompt,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0258,高費用Prompt,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0258,高費用Prompt,任務,撰寫程式,是,否,,,未解決,是,否,否
P0258,高費用Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0258,高費用Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0258,高費用Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0258,高費用Prompt,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0258,高費用Prompt,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0259,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0259,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,否,否,是
P0259,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0259,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0259,一般代表樣本,任務,編製PPT,是,否,,,未解決,否,否,否
P0259,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0259,一般代表樣本,任務,撰寫程式,是,否,,,未解決,是,否,否
P0259,一般代表樣本,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0259,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0259,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0259,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0259,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0260,未明／規則弱點,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0260,未明／規則弱點,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0260,未明／規則弱點,領域,商業領域,是,是,,是,雙AI共識,是,否,是
P0260,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0260,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0260,未明／規則弱點,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0260,未明／規則弱點,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0260,未明／規則弱點,任務,問題回答,否,是,,,未解決,否,否,否
P0260,未明／規則弱點,任務,其他任務,是,否,,,未解決,是,否,否
P0260,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0260,未明／規則弱點,領域,數學領域,是,否,,,未解決,,否,否
P0260,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0261,未明／規則弱點,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0261,未明／規則弱點,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0261,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0261,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0261,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0261,未明／規則弱點,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0261,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0261,未明／規則弱點,任務,問題回答,是,是,,是,雙AI共識,是,否,是
P0261,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0261,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0261,未明／規則弱點,領域,數學領域,是,否,,,未解決,,否,否
P0261,未明／規則弱點,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0262,多標籤Prompt,領域,醫學領域,是,否,,,未解決,是,否,否
P0262,多標籤Prompt,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0262,多標籤Prompt,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0262,多標籤Prompt,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0262,多標籤Prompt,任務,編製PPT,是,否,,,未解決,否,否,否
P0262,多標籤Prompt,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0262,多標籤Prompt,任務,撰寫程式,是,否,,,未解決,否,否,否
P0262,多標籤Prompt,任務,問題回答,是,否,,,未解決,是,否,否
P0262,多標籤Prompt,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0262,多標籤Prompt,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0262,多標籤Prompt,領域,數學領域,是,是,,是,雙AI共識,,否,否
P0262,多標籤Prompt,任務,教材編寫,是,是,,是,雙AI共識,,否,否
P0263,未明／規則弱點,領域,醫學領域,是,否,,,未解決,是,否,否
P0263,未明／規則弱點,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0263,未明／規則弱點,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0263,未明／規則弱點,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0263,未明／規則弱點,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0263,未明／規則弱點,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0263,未明／規則弱點,任務,撰寫程式,是,否,,,未解決,是,否,否
P0263,未明／規則弱點,任務,問題回答,是,否,,,未解決,是,否,否
P0263,未明／規則弱點,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0263,未明／規則弱點,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0263,未明／規則弱點,領域,數學領域,是,否,,,未解決,,否,否
P0263,未明／規則弱點,任務,教材編寫,是,是,,是,雙AI共識,,否,否
P0264,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0264,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0264,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0264,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0264,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0264,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0264,一般代表樣本,任務,撰寫程式,否,是,,,未解決,否,否,否
P0264,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0264,一般代表樣本,任務,其他任務,是,否,,,未解決,是,否,否
P0264,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0264,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0264,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0265,一般代表樣本,領域,醫學領域,是,否,,,未解決,否,否,否
P0265,一般代表樣本,領域,工程領域,是,是,,是,雙AI共識,是,否,是
P0265,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0265,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0265,一般代表樣本,任務,編製PPT,是,否,,,未解決,是,否,否
P0265,一般代表樣本,任務,撰寫文檔,否,否,,否,雙AI共識,否,否,是
P0265,一般代表樣本,任務,撰寫程式,是,是,,是,雙AI共識,是,否,是
P0265,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0265,一般代表樣本,任務,其他任務,否,是,,,未解決,否,否,否
P0265,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0265,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0265,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0266,一般代表樣本,領域,醫學領域,是,是,,是,雙AI共識,是,否,是
P0266,一般代表樣本,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0266,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0266,一般代表樣本,領域,其他／未明領域,否,否,,否,雙AI共識,否,否,是
P0266,一般代表樣本,任務,編製PPT,否,否,,否,雙AI共識,否,否,是
P0266,一般代表樣本,任務,撰寫文檔,否,是,,,未解決,否,否,否
P0266,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0266,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0266,一般代表樣本,任務,其他任務,是,否,,,未解決,是,否,否
P0266,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0266,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0266,一般代表樣本,任務,教材編寫,否,否,,否,雙AI共識,,否,否
P0267,Codex內部提示,領域,醫學領域,否,否,,否,雙AI共識,否,,否
P0267,Codex內部提示,領域,工程領域,否,否,,否,雙AI共識,否,,否
P0267,Codex內部提示,領域,商業領域,否,否,,否,雙AI共識,否,,否
P0267,Codex內部提示,領域,其他／未明領域,是,是,,是,雙AI共識,否,,否
P0267,Codex內部提示,任務,編製PPT,是,是,,是,雙AI共識,否,,否
P0267,Codex內部提示,任務,撰寫文檔,否,否,,否,雙AI共識,否,,否
P0267,Codex內部提示,任務,撰寫程式,否,否,,否,雙AI共識,否,,否
P0267,Codex內部提示,任務,問題回答,是,否,,,未解決,否,,否
P0267,Codex內部提示,任務,其他任務,否,否,,否,雙AI共識,否,,否
P0267,Codex內部提示,內部提示,Codex內部提示,是,否,,,未解決,是,,否
P0267,Codex內部提示,領域,數學領域,否,否,,否,雙AI共識,,,否
P0267,Codex內部提示,任務,教材編寫,否,否,,否,雙AI共識,,,否
P0268,需要對話上下文,領域,醫學領域,是,否,,,未解決,是,否,否
P0268,需要對話上下文,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0268,需要對話上下文,領域,商業領域,是,否,,,未解決,是,否,否
P0268,需要對話上下文,領域,其他／未明領域,否,是,,,未解決,否,否,否
P0268,需要對話上下文,任務,編製PPT,是,是,,是,雙AI共識,否,否,是
P0268,需要對話上下文,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0268,需要對話上下文,任務,撰寫程式,是,否,,,未解決,是,否,否
P0268,需要對話上下文,任務,問題回答,是,否,,,未解決,是,否,否
P0268,需要對話上下文,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0268,需要對話上下文,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0268,需要對話上下文,領域,數學領域,否,否,,否,雙AI共識,,否,否
P0268,需要對話上下文,任務,教材編寫,是,否,,,未解決,,否,否
P0269,一般代表樣本,領域,醫學領域,否,否,,否,雙AI共識,否,否,是
P0269,一般代表樣本,領域,工程領域,否,否,,否,雙AI共識,否,否,是
P0269,一般代表樣本,領域,商業領域,否,否,,否,雙AI共識,否,否,是
P0269,一般代表樣本,領域,其他／未明領域,是,否,,,未解決,是,否,否
P0269,一般代表樣本,任務,編製PPT,否,是,,,未解決,否,否,否
P0269,一般代表樣本,任務,撰寫文檔,是,否,,,未解決,是,否,否
P0269,一般代表樣本,任務,撰寫程式,否,否,,否,雙AI共識,否,否,是
P0269,一般代表樣本,任務,問題回答,否,否,,否,雙AI共識,否,否,是
P0269,一般代表樣本,任務,其他任務,否,否,,否,雙AI共識,否,否,是
P0269,一般代表樣本,內部提示,Codex內部提示,否,否,,否,雙AI共識,否,否,是
P0269,一般代表樣本,領域,數學領域,否,否,,否,雙AI共識,,否,否
