prompt_sha256,category
8b6c6b7edd775f6c781547ee45bf71050c3f175bce1e7a9d53358ea350d0483c,教材與出題 > 題目生成
8b6e4481cab286b801c2f1c6f3ff83d6189bc780e90d37a8221974f079d98edd,商業與投資 > 財經新聞與市場追蹤
8b6efc43627d45989d1fa45334c994230564ae0ed207db0e10a2c7f6ccc6d757,學習與研究 > 研究工具與研究限制
8b6f9bcb359c788eeda6f1f8e7a183108d836165489fde1f378cd94a78174c5f,程式開發 > 除錯
8b6ff18a4490079a56af393aefda7845a060712fb89a6c58a863608abf38c21b,系統與維運 > 瀏覽器與桌面操作
8b72c1166cdefb7df2b5c90a158cae812c2fdecb27dfce90e7ae544e4a48470c,AI與機器學習 > 提示工程
8b74cd3769e5f1fc441aff4dad10f6e74f354395ce7f3dc88bfd4d9c65b2677b,AI與機器學習 > 建議內容安全審核
8b7956f3e9f361e24a118038b6e8c59f767a406e8bba42837f8d6e47296c41a6,文件與寫作 > 內容改寫
8b79b87481971a329d522289e27db5a274db81bea5409f8dc53172e433bc7be8,AI與機器學習 > 文本分類與語意標註
8b7af244022bacc04ecfb2b87d70940675c128456688c063d2f3607ece7c425c,教材與出題 > 課綱約束核對
8b7b47ee4deb78ba8a3622b4e3e79333b78f37c69e9ddae467c0ac5d8f7f8fad,AI與機器學習 > 文本分類與語意標註
8b7ba808d275629020dcfb1fd1e1c99f027977220b61431eb07e92529fd88ab1,其他 > 更新內容顯示問題
8b7c2cf0cc934fa93b0b923c8294e48d31bd1f05c7f6c1651157f78d556313e5,AI與機器學習 > 文本分類與語意標註
8b7cceefb57180f2ba73d9494ff6fec12a42819d98f20dc6cca51b6a6a9f5bd8,文件與寫作 > 圖片與視覺素材製作
8b7e3984044ccb5153c51e1ee11be6266c985d7bdbdfb80094438c29024721b2,數據分析 > 資料整理與轉換
8b7e4c7ecda6f25af27d452a3027fe97e2154837e78f2ebbbfd05a73fe90ce87,AI與機器學習 > 文本分類與語意標註
8b817bad3738463c6a3c3694c598af7c8949faa4da141f38e1587fb61e2ddbe3,文件與寫作 > 格式整理
8b81c0b22760dc91b35910f894ca8f92ee3f1b118c3c19e6bb2207fff81c3a5f,程式開發 > 測試指令與驗證說明
8b8410245e3fe60ad2f65937875916fa54419f4fd59d4d7040db6ee9dbdee0db,程式開發 > 前端開發
8b86f856b119614ee9fc6e464238ae224aa17a17d012cf25721061101ebff914,商業與投資 > 財經新聞與市場追蹤
8b8cac13f7c28eb84d03b0a6ee5eaf27116b41c934727abdccd1d4a3d288d3dc,文件與寫作 > 內容改寫
8b8cf128a1b0d71e0a2bcf3b0c08b911d21b990616971eedf15e658461127984,程式開發 > 程式碼審查與測試
8b8d3e2fe77f1cb967cd484ab0ab112912071e1756fd3943ae67e1c6140ff583,AI與機器學習 > 文本分類與語意標註
8b8f30b12a201ace51d9a0990b49b73b4d471ce458f566f8d4bc4758f27db6e7,生活與一般問答 > 健康資訊諮詢
8b9630b05976df037e4bae71f921f8a0c3d10349337a71bb2bc464471c52e660,教材與出題 > 課綱約束核對
8b98ee1a6345b65abdc5c2029e51cbc6aaeee9d24fdc113ab0a22304b0ca84c6,學習與研究 > 論文圖表解讀
8b9b1dfe55400cc676e8ff324909839b99bb2dd693a4167394798b530b431d03,學習與研究 > 論文閱讀
8b9b5110b813139b154c3792730cc37e6d777fea4621890701b265856c68a13d,教材與出題 > 課綱約束核對
8b9b54b341345d3596453d81501e8eb5e78ccd6fd2583a4f0dff3d4df0efe048,教材與出題 > 教學模擬案例
8b9cefa38e83e2fd5ebc60c18d1eb391b3866cdc19de7c17a72b031e81aaea76,其他 > 確認與同意回覆
8b9e9a89f0614178f5a63f36bceb5c22918ea3aca81805975f05128651b4aafa,AI與機器學習 > 文本分類與語意標註
8ba018855090e0c64a4a6ac5ae4eca3c3a3e5e8a199f72e776623afdcd1a5616,AI與機器學習 > 個人化工作建議生成
8ba1534aed33f7ac287eac74d3f98766adf5389bf009d70c9b0d8b9474dd2588,程式開發 > 後端開發
8bb0263cba360a3ebd286c05308cd9801ce6d5feca7c36660ca89144ea1aadd8,AI與機器學習 > 文本分類與語意標註
8bb057a48a2e2294963167af357c1db1042d3b29a2f733198d33ee86ccb6ea66,教材與出題 > 課綱約束核對
8bb10296414d9a54b2111d4512b3def6a526fa0f9c5947630c4b20043581af9c,程式開發 > 動作觸發問題排查
8bb296b8d94b3980153734300722263b1c6c3b5f3b3ae1fb0066641e7a39ef32,其他 > 確認與同意回覆
8bb77ee69ed53cdb028f20fbcf896dfbe2e6c64232a7a73374467bb3f8eaf63f,AI與機器學習 > 既有AI代理設定與串接
8bbd596b073064f824db0a284b162f8def6abb5b5d7e6cfa1be48623338f0352,程式開發 > 提交與規格合規審查
8bbf6f24da781c3770a2ae41e046e370bddee70273aef7c63c5a24e802faa8af,AI與機器學習 > 模型評測
8bc2903bf5c03d43f518231116cfb8d6f672aeddf818ce698f4d02c0436a102e,教材與出題 > 課綱約束核對
8bc2d9684329aea53edfa544eda05e4ed0928052183d2be68d8b8c57e44d73b1,AI與機器學習 > 模型評測
8bc32f8288ee105e07d3f8e43c6fbeac8e559d3e6f37b25e47b85dcd9741ca82,AI與機器學習 > 文本分類與語意標註
8bc4b102abc59b509c43096b21643d534801a371c69cc31c04a7b65ec8de170a,其他 > 任務接續與流程執行
8bc4b2095d01ccedcd0dcd7795e86c5949ceb44b16a89c5a48fea7aad47d8dd9,其他 > 分析啟動與方向調整
8bc6cd648adba0e962b8f733d5f58ed7ff6de74e3fa49954514df4ed3dce487a,AI與機器學習 > 文本分類與語意標註
8bcc2b62d7a104925541ea02f5cb7189b1b3b3caf26f15fb1a12f6254b757026,AI與機器學習 > 文本分類與語意標註
8bceea525dcacd536bbed8cb4b2313fb013e597bed495fba8aed6a50bc86315c,學習與研究 > 概念解釋
8bd0599fd9f8090aee2c3667e96780b71501652563e11d24cc6d25f2f327e686,程式開發 > 提交與規格合規審查
8bd15dccc4f001821fbb18e86d236dd7b587ceb0dcfed00f00aa69a9eed7480c,程式開發 > 前端開發
8bd348d482e8884605690ac5d433eee5115303b45911dcdbda3b8630346cc143,學習與研究 > 生物名詞與概念
8bd5915c2aa922516a82ff2940ba3b17979349d6b74e214091a5ec8c082c14e6,文件與寫作 > PowerPoint與簡報製作
8bd6d39bab19d04963d70048e3b99a9eb2cabb38e17a0a5df1ef0a9a1eee67c2,商業與投資 > 財經新聞與市場追蹤
8bd6ff0c28ba87d866479e3a9c59b1690e6b8dfd93fcbc64f669ff2dda335e99,AI與機器學習 > 文本分類與語意標註
8bd86a401d9147d4820a6ab04e33a310e518f34a872cc22313f23b86ea1e0530,文件與寫作 > 文件轉換與可編輯化
8bdb8effb4fd3f9f4aac63489ccc953cf6dfb7b3811dc14ead5f71c37bd39786,程式開發 > 提交與規格合規審查
8bddee7f406d8738b6aeda3e933a76db23d8fa6463c0def8cce1c0d0336e94ac,教材與出題 > 概念抽取
8be180501ecd3e7bd5b070861a0ec4de5f8ed25799deaded2cd225d76ea12d6c,文件與寫作 > 語句語氣與評分調整
8be20565150e9f13e2a7798b2ac1e19c824fbb2c79c7e565822db0c7fc84e1ac,文件與寫作 > 規格書與實作方案
8be8222a0da1b87039b8219810aaac23790117534eea6d42eb3340bb40f2cf06,教材與出題 > 概念抽取
8be9e9705744d7ebe41e322c85a94c404e954d31533b2703a0b6948efb9057d7,AI與機器學習 > 文本分類與語意標註
8bf5c77476c431b76af01e873e4e1d5ae083ef1be5f537263178c8c765a85c24,文件與寫作 > 對話標題與任務索引
8bf714e6c6fd85ccc9c16521af361903952b3af6f348ec89f562330ba7dd873f,文件與寫作 > 對話紀錄與多媒體資料整理
8bf9504938497727df8fcdd52a8b8a05f33e17d82ca8e53aac29dc837b3c9dd2,AI與機器學習 > 資訊檢索與排序融合
8bfb005c36cf196c3b2032a123be5388ce402bbff5ab9ff77cfee4f1d99616b2,生活與一般問答 > 日常對話
8bfb9913596d9a0a267575afdb32dad88430f26f7d728309c22930702d6b0d28,程式開發 > 後端開發
8bfe6fac7e43a11a5ee76cfa2931718dc5759030374df68f2039361dacd32440,商業與投資 > 商業策略
8bfe96d954169ad0c3198cad1cf3613b74d9c93b59503e6ce77f53bf5d3eeec5,AI與機器學習 > 文本分類與語意標註
8c010448eba039d6bb34c50aacfd556066f8664cd95190febc657ba86ad8dd8a,AI與機器學習 > 文本分類與語意標註
8c04ffbe653727501e4b24e1e1bdef6ce4e173620aee79f8a2da2a17c12a7a14,教材與出題 > 概念抽取
8c054250bc9183a0204fcf87e59f3c5ed887b0b6c7648bebfa00012ca164b790,AI與機器學習 > 文本分類與語意標註
8c087e67866e56af61e64cb4c5cc656f253c6c7d766508aee4422e4392fa69d0,AI與機器學習 > 提示工程
8c0906a4d3869b5e90b54e05a1a14fd1f45a4f0aa77e0ef86da7395eafefdff2,AI與機器學習 > 文本分類與語意標註
8c0b084fb7bc70020fe425840c7e2bf6222bd4cd0b26ac69d3fe230fdb68ec24,文件與寫作 > 文件閱讀與理解
8c0d8d4eb177c32ffa5f1ac616669f21b7ca18b5aa56e56971a02a65fd9d6460,程式開發 > Python
8c0f9032161a16475f512d0d9ef74363cf34501b308f7d1aac818e1452703ff7,文件與寫作 > 公文
8c1127eff26c9a78c49f40f92ceab91f89162b8ab94d712e50d909e9894f7bb5,AI與機器學習 > 影像生成與編輯
8c124688a35ee3fa4fe472cbb5236cb3657ea877e007ed6027bf7a877f410318,AI與機器學習 > 文本分類與語意標註
8c1314c7b58f8cdd1c37cb50fb3bbefb59411e41cbb0a953f83376571b8e16b6,系統與維運 > 環境安裝
8c144e30e980db8d58d2476dc87392e50100d8950897e06ea8a010aeb664a442,程式開發 > SVG與程式繪圖
8c1566e843a45285908f97bc4fb665a64ccc24f16bd7a860707bd88a13f2b401,AI與機器學習 > 文本分類與語意標註
8c183ec12cb2ee07603605bc327507817e298a7f1c6aad395dbee3fb0c5afd4b,其他 > 更新內容顯示問題
8c18df9d7d71cda9c45cedb5159315975b0123a75fb242cab3b5875c666eea04,程式開發 > 桌面工具與影音處理
8c2064b341cc31f4546ccc455c1720155524cd6a6510f024e39f885950833c78,程式開發 > Python
8c223523eee5a1b735c68a68a4c320b6e12195543735140dee14f8769da7f29f,AI與機器學習 > 文本分類與語意標註
8c235617e5c4bff07691c164f75e89a5e09b1d33676fa87bf6c8bb4f05ba820e,AI與機器學習 > 文本分類與語意標註
8c24d2feaa36a01507b2f20aa3aac3f6fed115be8ffc6c90bb064bb28ce2b451,學習與研究 > 實驗設計與結果解讀
8c25b7286fd0a68de664e738b9e4a722e8d38a4977daf5350576fa580ceee922,AI與機器學習 > 文本分類與語意標註
8c260cc26f2af2838498d5450d1bfa4f72911edd123d3a6ad999e32a90aa6282,程式開發 > SVG與程式繪圖
8c2620634edf718a926e6c5f47f35ab20be8fa5ce097665543176cfbfb5180a9,AI與機器學習 > 代理任務接續與計畫執行
8c263a08598f326966ed27942f12f921ee8772bef08e80196106baf40ab4751d,程式開發 > 前端開發
8c265da5e5646e44f00e0a627e5ac2d9b461d877e1daf41eb5f6c886c519e715,教材與出題 > 題目生成
8c2899b8234643526e596d59966f2a493707c3e6a7126c8bceee7b79d4a21998,程式開發 > 提交與規格合規審查
8c2929b1c39689454761933a7aade6d6dc10e7d9d63387451b4f64582c1ed72d,文件與寫作 > 內容改寫
8c29d30421cd078802f5b08d6b875d0aa5d2b4c2e1322480ca843ee68429256a,程式開發 > 專案架構與程式重構
8c2cd8a45bdb14f2bd98aca13d42584b37cb7ae49482294d09986d6973721e55,AI與機器學習 > 文本分類與語意標註
8c2dc3af421c3153880817453359d7e5fe50aac575cec8e1ab9fa1ed60b6ffae,AI與機器學習 > 文本分類與語意標註
8c2ee865b7c033313593c4841d4ab3c339c9a6c5b4a4736c47aebe431c8e4f08,AI與機器學習 > 文本分類與語意標註
8c32461f491371223cc70cd9bc055b16ff9cd837c1f0a3f68f1ad1eb88102f57,AI與機器學習 > AI代理與記憶系統
8c34cb1708e44fbce89c9c9c1e043d38d1cd6e72addbd7d1305aa95260ca4690,程式開發 > 後端開發
8c35c82e1aaa49a3a427a833c0a9cae5eb77f6ebbb0ba40776a76b7f81e22b04,文件與寫作 > 摘要
8c36848ff9319394a1682e9f8872e191d8e89021c412c4c08ff7d826d196bcf2,其他 > 任務接續與流程執行
8c3a7d9135b23619a82a6aeee5b92ab40f19bf9baee5059fac4e1a42dd1924d5,教材與出題 > 概念抽取
8c3b14d61c69a47bf1948fde0fa7a114848b7fe7eba495ca98358ba5e86f75fd,學習與研究 > 臨床試驗資訊
8c3d549f06cbc7abb9e21e1cf9d6e410f95de19c8ec15a86b5ced4459b38f5a7,文件與寫作 > 翻譯
8c3f5e9138b90639c5036131910291a208cb4ba8895af5b9783f6ee69f94e3fe,程式開發 > 除錯
8c413b4db8a3120570b03cc645955e0868fdf0189d5d6b49b0daf64485418e09,AI與機器學習 > 文本分類與語意標註
8c42438579498202b3f5e8d167dd169f02cd6da8a264691e563e619b2948e079,程式開發 > 除錯
8c42cf1c253fddc8858127312186b188817738629abe16691696444f2ad0bbad,程式開發 > 前端開發
8c43c6a8f2a7a37fc00369762ef53bc6851c673ff519a9836502be0529f222f9,AI與機器學習 > 個人化工作建議生成
8c458bcd13d9e93171ba64e262f2b26b87c61a985a52b13fdbec4840e198a513,其他 > 任務接續與流程執行
8c49184f04f767846b6056d6ecd84b043af1b64d9d8199b796365736d5b381a2,其他 > 結果核對與驗證追問
8c4990cd298dcbea969de92f3eb7f4a6cae8078b54488a30bc4041a5320d22c1,教材與出題 > 題目生成
8c4b656d577766252181bf72d948fe4a0c2bc8e9e7816f51476df4b296042551,AI與機器學習 > 文本分類與語意標註
8c4bd77d8a20ca9513063557fa1f0c0a10b5e5dd070e0c7e89f95308f36c7fd4,AI與機器學習 > 文本分類與語意標註
8c4ddfb6d686742d05dfb798bf343913429199e4c3dd2d27495f77e9dccc2660,AI與機器學習 > 文本分類與語意標註
8c4e993760bff4a788d61746589a2adad6eaba32cb099f994d8de82dfa7cc8df,AI與機器學習 > 提示工程
8c4feda4ad6851f9d858f48ae15abf0b0565efdc33bbe6533aa0835719a16504,文件與寫作 > 創意文案與社群回覆
8c532ef0bfbd1e1c50896b937d7a1a5b52b3805b442634d39baae59d862dc874,AI與機器學習 > 文本分類與語意標註
8c57205167043162451195e2c0273e115c71b4619442c034a2b52ffe2722f20c,生活與一般問答 > 一般知識
8c58fe0b94fe8967e0991d1322a6e3de1e9f1a3c852ad5c89a6e1170bb6832fc,教材與出題 > 課綱約束核對
8c598de212fe12bcf8598edc9337b01737e184390f00caf48b6af2e183acc3ca,AI與機器學習 > AI代理與記憶系統
8c5c2beb58348c1d5de225d83a9f5bfe694367fc5928352e085d08aef95e8435,教材與出題 > 課綱約束核對
8c5c6c933cf1d27930d01a7f19c84a027811198ce7660792216da104dee52e51,教材與出題 > 課綱約束核對
8c5ca57cf9431c22b690471c5767915591f1b970c9ec737d694181227b235de1,文件與寫作 > 摘要
8c5ec38b5e11fe7e3feeebb27ca2e45b9e573a158b53714503508ea04f439e9b,AI與機器學習 > 建議內容安全審核
8c5fc343627fa356cda0f226acf3a55257bd85a515eabac451c69ebe62122c96,教材與出題 > 課綱約束核對
8c602a1a79da9d423d194c67ad93e4a96c603231ac475b3aecc0f972b67850b2,教材與出題 > 教學模擬案例
8c61db79255e3fae8c6e2d25504c60a2578b896dc8b1dfc8392f19154c55aafa,AI與機器學習 > 提示工程
8c6227301c70d34cce6b907838c01434bee6f1cae3f4df688644a3852c51d8db,AI與機器學習 > 文本分類與語意標註
8c6bda343d32a006ffd9fffeceb2aed5b54aae36b8b1f6b18e9c843cc5a4b52c,教材與出題 > 課綱約束核對
8c6cb94d6125dfb1ed041d4294e9ffdf6b80cc70d463be8cbbcca39fa3fd8566,AI與機器學習 > 文本分類與語意標註
8c6d1d26e60352ea588826418f57f37977f49efe1534a04cf0af816721ecddf2,AI與機器學習 > 文本分類與語意標註
8c6d7206bc16fa9c838a406a6b300ac9c5c339ca2bb18d9ec33cc7f982f959a7,AI與機器學習 > 提示工程
8c6f9d2970473429d55a77a6d750f024433fda16d506a5e745ea24349f13d900,系統與維運 > 檔案與資料夾管理
8c73e059ad28188001c40b197e976b87a2521a23bd1f6e61e35d05ee689b0f74,教材與出題 > 題目生成
8c77aad9a20dcfaeb7aadada500c2cf06c9c6a9a48ef39aec46f9dbeac8d7031,AI與機器學習 > 文本分類與語意標註
8c86ad1f3230ac86661d4706fb2e847f48dd75761d0db8cf8dbd8c42fca60a06,教材與出題 > 課綱約束核對
8c882e8a058aeb7a09891237093920d70d1a0bb4a03c776514b3b3d063aa1ea1,AI與機器學習 > 個人化工作建議生成
8c8a47caf9f2238b6ad72ea112c4f2bfae2ce9b6910bbe84f7ac12163aab9d16,AI與機器學習 > 文本分類與語意標註
8c9105a857e98963cf6bb6ba27a4ce348a48931b5b976ebd52da7f976386bb0b,程式開發 > 資料庫整合開發
8c91a39f1713414c0f89a0d16d3ea5b6934034221e52bc91aecaf1b0a59ea5a5,AI與機器學習 > 提示工程
8c91b29885d88cb6cc6d08c12b0047549bd5be05e045bc119f4785c1facc12c1,文件與寫作 > PowerPoint與簡報製作
8c92ef3b6285fefd360267126a7d930ebbdd6d729dbdcfede677469650a8f965,AI與機器學習 > 提示工程
8c9598391af4bcfba13d0863fbd64bd3e589388c54e2abbf9f1f2fe96324aea0,學習與研究 > 論文閱讀
8c978c782566f16c7fb4dc7ce55e0fc5a269fae61fd7430548245c12c98ee2ca,教材與出題 > 課綱約束核對
8c978d8bd9284e14e4b42fe0ade0b532548c119b6309d004b87b6797074053dd,教材與出題 > 題目品質與答案核對
8c99c4eb4109cd0630a585302e7c29525f468540c94e12be49ba61d7c4c458ab,教材與出題 > 課綱約束核對
8c9b2c2c6a66d660b0c8d93586f1cae243784d949f6b28d6b06adc4e9f010743,其他 > 修改要求與修訂接續
8c9bba9a57621e55ab94a1708fcb9cf5986a4ea70acb2ca85cbc615274ce0706,AI與機器學習 > 文本分類與語意標註
8c9e0244fd4fc25490bd2cc405e6f63ce3af97625553fe6490bbe6878a00d71f,文件與寫作 > 對話標題與任務索引
8c9e0621c3bbdded41be03f4c60f1ed17bb888e23b86977165381988675abfa0,AI與機器學習 > 文本分類與語意標註
8c9e3257a5670969437abd7587642162bb9ab11b59ad8b1d1b66a0d9069c391b,生活與一般問答 > 生活問題
8ca177f359883df26db1eb9c504fb8dea4285e9b11b765021ca35643412bd99a,AI與機器學習 > 文本分類與語意標註
8ca34fec04be18e566044541edbb00b0be487659c6d05cf32f37c00fdc4421b8,教材與出題 > 課綱約束核對
8ca8c08a116fd3a1a95715bc72b0df8bf3c0d8d99bdb5a71029acbb723e59a59,AI與機器學習 > 文本分類與語意標註
8caab761c7e7b17552c782a82fedab2abad811da00769b441c971a8787484816,AI與機器學習 > 提示工程
8caad23845ff55b19ac1c86397765c48993cb897d04c1f9e190cd253f4fcc14a,生活與一般問答 > 一般知識
8cabe8dd54582e7ceda6209a4ca3b17544d9ced01195ab7edc2095aaca6200d8,其他 > 更新內容顯示問題
8caee5f3148231c949377c8739588e220277baee9c1f942ea048ef74f16fd432,系統與維運 > Linux
8cb05a8b2ea69ead1a4278f3ca24123fda63dd715dbef371649f3abb2e8a5a8a,系統與維運 > 工具載入狀態通知
8cb1304a0955aadebef047ffa7dffe6b073fe4d47602983f8c287931b46f731b,文件與寫作 > 對話標題與任務索引
8cb340efe099b374aff5d7a94a0e8443a6e542db7c38f67fa7b9c744e9437344,AI與機器學習 > 模型架構與推論流程
8cb38b2acccd778cac815ecb1494c0c41c18fd0a27692698b3687142a46112e8,系統與維運 > 應用工具設定
8cb614fef91aa2451c4e4f126ddf419505dea2a6a4f585ad1045450c2b90736f,文件與寫作 > 格式整理
8cb7197a5f6d35a192b29c542509489131cfb0a8b17911a43997ad622b9579bc,AI與機器學習 > 文本分類與語意標註
8cb9e19a8d0a91345660ded4afc209f5d842fa1c769257809c9894c229b6fa0f,生活與一般問答 > 生活問題
8cbae903976fea692cde7ca91311e47e390abe6555aea28494f4626f2554fb09,AI與機器學習 > 文本分類與語意標註
8cc27aaa9cbd47334b2f6654b924589a95a605183d1ecbddd51c45ab5652f2ce,文件與寫作 > 文件閱讀與理解
8cc390e9046d7ebc4b99ce5495b93365b71ebd273f3840d41ca63e788a430024,AI與機器學習 > 文字引導影像生成原理
8cc3eb5d0c0d9b7cd34dc6a2bc6e0b6fc3c228b589ade106dafa13590a23606d,AI與機器學習 > 文本分類與語意標註
8cc455c946e3310badd173db83f37f0283c9a0dc47f70311ef44a00f0a215e27,AI與機器學習 > 文字引導影像生成原理
8ccaea9c11dfb6e614aae3168b9a927080d7895c3b7fa8791824cce47f27ac4d,AI與機器學習 > 文本分類與語意標註
8ccb603143e7814a6070944c7bf1e3d246e8f700443b5a36b98dcf4fe5f73eff,AI與機器學習 > 機器學習理論與數學
8cd07d01154a3b6cf4ea837a17e0abc424e89df744cf6561345d7a61b5c05999,程式開發 > 除錯
8cd159df9ba6e23a9e29bf24591d118ac2ffb0c7c020bd41e6284d756acfa650,AI與機器學習 > 文本分類與語意標註
8cd49a37f324edecc37634eb5e53958109c23057ed3bec58682f34fe1df517c2,AI與機器學習 > 文字引導影像生成原理
8cd9701744405a6575b9846e31544e41e3949a79a6a7af16278ee619e0df5d8a,教材與出題 > 訓練活動設計與分級
8cdafa79ad7dccc6e555f430412196f8cb0fe7a509892196c66e02b6ef15ad0d,AI與機器學習 > 文本分類與語意標註
8cdd641da01cea3f409ce5303c662da5626f7f616f4b6126d79eb26dbddf00df,AI與機器學習 > 文本分類與語意標註
8cdee72d22a2eb640c18cd350f5cd1878ee573d43a5a6cac39707c74d505287b,AI與機器學習 > 提示工程
8ce3133a5b87451c3a8f955ba7f7a87768a85947a18362331bc046f79a38c1a9,教材與出題 > 課綱約束核對
8ce334038d1c69c3cc1d94683d5a3a49de3a5a5286c302b50cd95c62d4b4c8e9,AI與機器學習 > 文本分類與語意標註
8ce61e375418d7af7a36ba5afbb0bfb2488e189fca5dad4b81dfd41af6303f07,教材與出題 > 課綱約束核對
8ce9a070999b2876b7006984dd63c8c9478537d541eda95712b292e166aa89a4,其他 > 更新內容顯示問題
8cea8614805a0d4e194af67177ade589e178b4cd220e07fd78a8f8f258eb841a,AI與機器學習 > 文本分類與語意標註
8ceafbee548dc36b1778d17f5459cf3ac2b49859f8da950f116b9b7b91dd8936,AI與機器學習 > 既有AI代理設定與串接
8ceb3b1a71bc1a58210944d1345d68a5beb8c9ba33c92a4c4419e1dc119c071b,程式開發 > 前端開發
8cf233edcc2901bdd507694680830112234f26d01d77a58565388d122958bab3,其他 > 修改要求與修訂接續
8cf3f5f1ccb98483d4ac691412cb98ef28a794502f640cb0fb6fa9149265903c,AI與機器學習 > 資訊檢索與排序融合
8cf8255c3bed2a61960004357d65ed9113dc5bb4e4705ff1732ef59ccd0cba9e,AI與機器學習 > 文本分類與語意標註
8cfb85905fcc39c3a34644b84ffd188b1642448788ccee70766aa7053291959f,程式開發 > 前端開發
8cfd55cba69c4d0eaac1ad0d4b48196028f001b3356dad2c1dde62783ccc097a,AI與機器學習 > 文本分類與語意標註
8cfee133355a614b038ef3afedd302f00cd42156d5cd9053751d4cc154643516,其他 > 更新內容顯示問題
8d00e76e09539f92a1f793d1df4b5155833f934b114a32ddea53b5be13eda598,AI與機器學習 > 提示工程
8d0195f144d64c3fcf9a02b410ffb39c0461d1de8c447cb511d3363ec46bab32,商業與投資 > 財經新聞與市場追蹤
8d0782c89ca1a4a28e959d28b387091a12d70431823691b5c31cb238e9622af8,學習與研究 > 論文閱讀
8d08bea7fcfcf1e46e62fdd306036de712e3a9c4524f9805f0fa4e1681ed71a8,學習與研究 > 臨床試驗資訊
8d0a41599eb035b52f5ced58409d72714631aad1dd982e4b40ee7f863f660c82,AI與機器學習 > 文本分類與語意標註
8d0d2871615e6126fdfa8ea020cfea1f13a87b4161c835e0234b9c5d488657f7,AI與機器學習 > 模型評測
8d0d9a195b494c98bb45a23df9641e7958b1ff6ef8bca7db7490e2c704d4486d,AI與機器學習 > 提示工程
8d0efb4d14933f8f366d6b25f2c42542d112c4d308238c48dd44c564c6cc3f16,生活與一般問答 > 養生機構與安養信託資料
8d110c8290eb4e686060e8f309af55d3a20f9589dec2811f789b58612b83154c,AI與機器學習 > 提示工程
8d13258267b792074b5e4cd2acf03fd84cb3634dc09265aa913543cfcfe07ee6,教材與出題 > 課綱約束核對
8d13e9fab7b04f5cbba814cde2efed53dc946df618f8c62f421eced8a530a46d,商業與投資 > 財經新聞與市場追蹤
8d14034c8ac6211ddb97d78e130ea59afc0940329ec21598fa523b6e35dcc10a,程式開發 > Git
8d19f6ef2022c495332c66ac898d3bef795ab37d55ece750eebf32958ac65d8b,文件與寫作 > 配色與版面調整
8d1b306ccde3c5ab26f2031848f268fd8a005049997068f116f0e82a8bb73b16,商業與投資 > 財經新聞與市場追蹤
8d1c2234aae72070083f6e76970acf13d00c210387bbc9e9c5c909a95bce3bb5,教材與出題 > 課綱約束核對
8d20f81885e0b8990acb98ac74b4087869aa91e30affff8ea4d6edec502b3d2b,AI與機器學習 > 文本分類與語意標註
8d21dfc80ebdb4034e60f99f8fa63562c94a58a68b17a57c4f34b865795fd002,AI與機器學習 > 模型評測
8d243d51fe13498e5a0cb684100fbd34695eb4a9350e2c9d9fd680eab021a2f3,AI與機器學習 > 提示工程
8d27d9017b2ec377240c9aa0e9c8d4dd0e8d16f956d1e8051eea645fb56409d8,文件與寫作 > 對話標題與任務索引
8d29e30629c69d543b02720c2e073a0b0ee5bd1dee3401a02a618bd2c29761fb,商業與投資 > 財經新聞與市場追蹤
8d2d57bf0ec2b0688cd11c0bdba8ae3d4fd4f45f8a3a79dd13f91d39237664b4,教材與出題 > 課綱約束核對
8d2d7273a88f1ee3c7017128d2e47cbf281585d6a10a2018771ffe460c0ede5a,程式開發 > SVG與程式繪圖
8d2dbfe213574868a4c77b6a3cf78a884198658b95cd47c56a4eb20f2340541c,程式開發 > 除錯
8d2e66005e81bb71b270bc4d0232bff92c42315286f8cd5dfd0bc73e892ca212,商業與投資 > 財經新聞與市場追蹤
8d2e6754cf0c643816769bdfcf3e3be19d13182699db4730bf90b2788b06c240,AI與機器學習 > 文本分類與語意標註
8d2ea7b2bf0ceae430b67e6598bc787759a6777ee6decb48b0ad82d9610fcb05,教材與出題 > 課綱約束核對
8d2edde278e21d872bc074deef411405e84229ceb1e4b8a17ca0d407b0991c0b,AI與機器學習 > 提示工程
8d30aa0cc00ec557632bd10c2aa0841b748245914de6a34cfcb4b5db82bab964,教材與出題 > 課綱約束核對
8d360139a6e97cc739872b0eeb239c17ae285b0b3cc70c54629578d3f735c3b6,AI與機器學習 > 對話壓縮與交接摘要
8d3659a82cb8276eade511140654be9f8929b49c8bc288ce1f637891982ec650,教材與出題 > 課綱約束核對
8d3854663ee1a4275684b09a29ec1436db47ab2eb1b1fba31e180f2d99ab4aae,AI與機器學習 > 文本分類與語意標註
8d3e51362f26291559eec37e152128109bd9223991cde58666eafcff177824d3,AI與機器學習 > 文本分類與語意標註
8d43a403498a9012f25552bf96d0a0f07812749d8857cbc8ec716d328f1f5551,AI與機器學習 > 個人化工作建議生成
8d470764fc1da11d00d7364d24415f1c8b817737e67e878c05bd07c9d84cbdbc,學習與研究 > 實驗設計
8d474adaf7e8322c17c7f2d0d7b82fada6288874e27b51977ef73265a4d92e10,生活與一般問答 > 產品比較
8d486648fba3e28abe3e3f63dc8c0c3e022f96c472031c643214d6185c6701d7,程式開發 > 專案架構與程式重構
8d4a2a8907dec1ae02e07021ffede576f3fd099ae1de669828868d7bf91a0e18,商業與投資 > 財經新聞與市場追蹤
